runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,num_agents
0.106149,8,17,39585,118357,8096,8096,8094,8094,0,8,0,0,0,0,0,0,0,0,0,0.000629,0,0,0,0,1.6e-05,0.00674,0.064622,0.071105,0.248092,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-1.scen:,47
0.067493,7,15,33860,103615,7662,7662,7660,7660,0,7,0,0,0,0,0,0,0,0,0,0.000521,0,0,0,0,1.5e-05,0.005247,0.034655,0.039078,0.203642,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-1.scen:,45
0.091277,9,19,37822,122340,10327,10327,10325,10325,0,9,0,0,0,0,0,0,0,0,0,0.000812,0,0,0,0,2.3e-05,0.008365,0.04521,0.051658,0.242089,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-1.scen:,54
0.088473,5,11,32082,99900,8514,8514,8512,8512,0,5,0,0,0,0,0,0,0,0,0,0.000504,0,0,0,0,1.2e-05,0.004329,0.045441,0.051668,0.255344,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-1.scen:,48
0.103202,8,17,39303,117001,7822,7822,7820,7820,0,8,0,0,0,0,0,0,0,0,0,0.00062,0,0,0,0,1.8e-05,0.006697,0.063343,0.068987,0.245927,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-1.scen:,46
0.105921,6,13,37802,114524,8882,8882,8880,8880,0,6,0,0,0,0,0,0,0,0,0,0.000563,0,0,0,0,1.5e-05,0.005336,0.060816,0.066636,0.26118,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-1.scen:,49
0.096226,5,11,32900,103655,9264,9264,9262,9262,0,5,0,0,0,0,0,0,0,0,0,0.000529,0,0,0,0,1e-05,0.004657,0.049468,0.054597,0.266032,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-1.scen:,50
0.12782,8,17,43171,130507,9881,9881,9879,9879,0,8,0,0,0,0,0,0,0,0,0,0.000754,0,0,0,0,2e-05,0.007756,0.072594,0.082141,0.25431,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-1.scen:,52
0.107799,8,17,41869,128995,10272,10272,10270,10270,0,8,0,0,0,0,0,0,0,0,0,0.000767,0,0,0,0,1.8e-05,0.007655,0.060951,0.068228,0.238194,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-1.scen:,53
0.000643,0,1,767,2695,765,765,765,765,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0.00894,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,2
0.00028,0,1,424,1055,423,423,423,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004453,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,1
0.001387,0,1,1315,5256,1310,1310,1310,1310,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.026081,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,5
0.001422,0,1,1210,4782,1206,1206,1206,1206,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.020742,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,4
0.00104,0,1,1189,4687,1186,1186,1186,1186,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.013453,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,3
0.001485,0,1,1336,5357,1330,1330,1330,1330,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.030546,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,6
0.001892,0,1,1500,6161,1492,1492,1492,1492,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,0,0,0,0,0,0,0,0.040879,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,8
0.001652,0,1,1427,5803,1420,1420,1420,1420,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,0,0,0,0,0,0,0,0.032141,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,7
0.002015,0,1,1728,7257,1719,1719,1719,1719,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,0,0,0,0,0,0,0,0.040351,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,9
0.002424,0,1,1947,8270,1937,1937,1937,1937,0,0,0,0,0,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,0.044774,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,10
0.003162,0,1,2371,10308,2359,2359,2359,2359,0,0,0,0,0,0,0,0,0,0,0,1.9e-05,0,0,0,0,0,0,0,0,0.052522,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,12
0.003111,0,1,2226,9611,2215,2215,2215,2215,0,0,0,0,0,0,0,0,0,0,0,1.6e-05,0,0,0,0,0,0,0,0,0.057432,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,11
0.004085,0,1,2720,11945,2707,2707,2707,2707,0,0,0,0,0,0,0,0,0,0,0,2.2e-05,0,0,0,0,0,0,0,0,0.066915,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,13
0.004303,0,1,3150,13962,3136,3136,3136,3136,0,0,0,0,0,0,0,0,0,0,0,3e-05,0,0,0,0,0,0,0,0,0.062822,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,14
0.004985,0,1,3382,15021,3366,3366,3366,3366,0,0,0,0,0,0,0,0,0,0,0,3.7e-05,0,0,0,0,0,0,0,0,0.071192,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,16
0.005458,0,1,3483,15514,3466,3466,3466,3466,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0,0,0,0,0,0,0,0.077051,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,17
0.005147,0,1,3154,13978,3139,3139,3139,3139,0,0,0,0,0,0,0,0,0,0,0,2.9e-05,0,0,0,0,0,0,0,0,0.078555,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,15
0.006265,0,1,3498,15585,3480,3480,3480,3480,0,0,0,0,0,0,0,0,0,0,0,3.9e-05,0,0,0,0,0,0,0,0,0.086959,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,18
0.008556,0,1,4517,20417,4496,4496,4496,4496,0,0,0,0,0,0,0,0,0,0,0,5.9e-05,0,0,0,0,0,0,0,0,0.108564,CBS with AStar,./scenesinput/Berlin_1_256/Berlin_1_256-even-2.scen:,21
