runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,num_agents
0.002802,0,1,948,3655,944,944,944,944,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0.096688,CBS with AStar,agents.txt:,4
0.00234,0,1,937,3539,933,933,933,933,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.08734,CBS with AStar,agents.txt:,4
0.002142,0,1,817,3237,813,813,813,813,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.082632,CBS with AStar,agents.txt:,4
0.001685,0,1,727,2868,723,723,723,723,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0.077446,CBS with AStar,agents.txt:,4
0.00205,0,1,914,3308,910,910,910,910,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.081142,CBS with AStar,agents.txt:,4
0.001488,0,1,658,2158,654,654,654,654,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.073471,CBS with AStar,agents.txt:,4
0.001672,0,1,736,2667,732,732,732,732,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0.073476,CBS with AStar,agents.txt:,4
0.002673,0,1,1153,4538,1149,1149,1149,1149,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.073515,CBS with AStar,agents.txt:,4
0.002123,0,1,863,3422,859,859,859,859,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0.076635,CBS with AStar,agents.txt:,4
0.003373,0,1,1210,5046,1205,1205,1205,1205,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0.101059,CBS with AStar,agents.txt:,5
0.002067,0,1,714,2800,709,709,709,709,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.108401,CBS with AStar,agents.txt:,5
0.003416,0,1,1438,6128,1433,1433,1433,1433,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,0,0,0,0,0,0,0,0.101369,CBS with AStar,agents.txt:,5
0.001841,0,1,749,2890,735,735,735,735,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.092044,CBS with AStar,agents.txt:,5
0.002658,0,1,1080,4498,1075,1075,1075,1075,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,0,0,0,0,0,0,0,0.097539,CBS with AStar,agents.txt:,5
0.002359,0,1,953,3694,948,948,948,948,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0.093508,CBS with AStar,agents.txt:,5
0.003274,0,1,1384,5642,1379,1379,1379,1379,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,0,0,0,0,0,0,0,0.093388,CBS with AStar,agents.txt:,5
0.002988,0,1,1301,5230,1296,1296,1296,1296,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0.090524,CBS with AStar,agents.txt:,5
0.002564,0,1,1035,4315,1030,1030,1030,1030,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.092756,CBS with AStar,agents.txt:,5
0.004145,0,1,1513,6140,1508,1508,1508,1508,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0.100503,CBS with AStar,agents.txt:,5
0.003962,0,1,1345,5548,1339,1339,1339,1339,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0.124214,CBS with AStar,agents.txt:,6
0.003469,0,1,1302,5283,1296,1296,1296,1296,0,0,0,0,0,0,0,0,0,0,0,9e-06,0,0,0,0,0,0,0,0,0.113843,CBS with AStar,agents.txt:,6
0.003299,0,1,1228,5079,1222,1222,1222,1222,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,0,0,0,0,0,0,0,0.109499,CBS with AStar,agents.txt:,6
0.004664,0,1,1725,7252,1719,1719,1719,1719,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0.114114,CBS with AStar,agents.txt:,6
0.003774,0,1,1509,6268,1503,1503,1503,1503,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0.109565,CBS with AStar,agents.txt:,6
0.003258,0,1,1219,4925,1213,1213,1213,1213,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0.110339,CBS with AStar,agents.txt:,6
0.005776,0,1,1508,6219,1502,1502,1502,1502,0,0,0,0,0,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,0.1375,CBS with AStar,agents.txt:,6
0.0055,0,1,1453,5722,1447,1447,1447,1447,0,0,0,0,0,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,0.197857,CBS with AStar,agents.txt:,6
0.007701,1,3,2957,10411,1332,1332,1332,1332,0,1,0,0,0,0,0,0,0,0,0,1.6e-05,0,0,0,0,1e-06,0.000262,0.003782,0.003796,0.139502,CBS with AStar,agents.txt:,6
0.002341,0,1,942,3751,936,936,936,936,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0.119713,CBS with AStar,agents.txt:,6
0.003292,0,1,1129,4787,1122,1122,1122,1122,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0.127971,CBS with AStar,agents.txt:,7
