Filename,AgentCount,RunID,PeakMemoryMB
Berlin_1_256.map,72,243,25.9140625
Berlin_1_256.map,73,244,29.140625
Berlin_1_256.map,74,245,29.30859375
Berlin_1_256.map,75,246,28.06640625
Berlin_1_256.map,76,247,30.0703125
Berlin_1_256.map,77,248,30.2265625
Berlin_1_256.map,78,249,30.890625
Berlin_1_256.map,79,250,31.3046875
Berlin_1_256.map,80,251,30.05859375
Berlin_1_256.map,81,252,29.8984375
Berlin_1_256.map,82,253,32.58984375
Berlin_1_256.map,83,254,31.0703125
Berlin_1_256.map,84,255,33.80078125
Berlin_1_256.map,85,256,30.4453125
Berlin_1_256.map,86,257,32.0546875
Berlin_1_256.map,87,258,30.796875
Berlin_1_256.map,88,259,35.6484375
Berlin_1_256.map,89,260,34.67578125
Berlin_1_256.map,90,261,33.8203125
Berlin_1_256.map,91,262,40.4296875
Berlin_1_256.map,92,263,36.5703125
Berlin_1_256.map,93,264,38.27734375
Berlin_1_256.map,94,265,51.7890625
Berlin_1_256.map,1,266,0.328125
Berlin_1_256.map,2,267,0.33203125
Berlin_1_256.map,3,268,0.33203125
Berlin_1_256.map,4,269,0.33203125
Berlin_1_256.map,5,270,0.31640625
Berlin_1_256.map,6,271,0.40234375
Berlin_1_256.map,7,272,0.33203125
Berlin_1_256.map,8,273,0.32421875
Berlin_1_256.map,9,274,0.40234375
Berlin_1_256.map,10,275,0.32421875
Berlin_1_256.map,11,276,0.4453125
Berlin_1_256.map,12,277,0.27734375
Berlin_1_256.map,13,278,0.33203125
Berlin_1_256.map,14,279,0.328125
Berlin_1_256.map,15,280,0.27734375
Berlin_1_256.map,16,281,0.26953125
Berlin_1_256.map,17,282,0.453125
Berlin_1_256.map,18,283,0.31640625
Berlin_1_256.map,19,284,8.93359375
Berlin_1_256.map,20,285,9.70703125
Berlin_1_256.map,21,286,9.6484375
Berlin_1_256.map,22,287,9.1953125
Berlin_1_256.map,23,288,9.515625
Berlin_1_256.map,24,289,9.77734375
Berlin_1_256.map,25,290,9.4140625
Berlin_1_256.map,26,291,8.55859375
Berlin_1_256.map,27,292,8.734375
Berlin_1_256.map,28,293,9.18359375
Berlin_1_256.map,29,294,13.44921875
Berlin_1_256.map,30,295,12.8125
Berlin_1_256.map,31,296,13.6796875
Berlin_1_256.map,32,297,13.51953125
Berlin_1_256.map,33,298,13.515625
Berlin_1_256.map,34,299,12.66796875
Berlin_1_256.map,35,300,11.859375
Berlin_1_256.map,36,301,14.18359375
Berlin_1_256.map,37,302,13.30859375
Berlin_1_256.map,38,303,13.4453125
Berlin_1_256.map,39,304,13.234375
Berlin_1_256.map,40,305,13.5625
Berlin_1_256.map,41,306,13.2734375
Berlin_1_256.map,42,307,14.92578125
Berlin_1_256.map,43,308,15.00390625
Berlin_1_256.map,44,309,34.62109375
Berlin_1_256.map,1,310,0.33203125
Berlin_1_256.map,2,311,0.31640625
Berlin_1_256.map,3,312,0.33203125
Berlin_1_256.map,4,313,0.33203125
Berlin_1_256.map,5,314,0.33203125
Berlin_1_256.map,6,315,0.26953125
Berlin_1_256.map,7,316,0.33203125
Berlin_1_256.map,8,317,0.328125
Berlin_1_256.map,9,318,0.40234375
Berlin_1_256.map,10,319,0.26953125
Berlin_1_256.map,11,320,0.33203125
Berlin_1_256.map,12,321,0.32421875
Berlin_1_256.map,13,322,0.2734375
Berlin_1_256.map,14,323,0.33203125
Berlin_1_256.map,15,324,0.328125
Berlin_1_256.map,16,325,0.32421875
Berlin_1_256.map,17,326,0.33203125
Berlin_1_256.map,18,327,9.890625
Berlin_1_256.map,19,328,9.80859375
Berlin_1_256.map,20,329,9.640625
Berlin_1_256.map,21,330,9.546875
Berlin_1_256.map,22,331,9.64453125
Berlin_1_256.map,23,332,9.53125
Berlin_1_256.map,24,333,9.77734375
Berlin_1_256.map,25,334,8.59375
Berlin_1_256.map,26,335,8.5703125
Berlin_1_256.map,27,336,8.453125
Berlin_1_256.map,28,337,8.55859375
Berlin_1_256.map,29,338,9.015625
Berlin_1_256.map,30,339,12.55078125
Berlin_1_256.map,31,340,13.32421875
Berlin_1_256.map,32,341,13.765625
Berlin_1_256.map,33,342,12.26953125
Berlin_1_256.map,34,343,12.42578125
Berlin_1_256.map,35,344,12.67578125
Berlin_1_256.map,36,345,13.26953125
Berlin_1_256.map,37,346,13.3203125
Berlin_1_256.map,38,347,12.15234375
Berlin_1_256.map,39,348,12.43359375
Berlin_1_256.map,40,349,13.296875
Berlin_1_256.map,41,350,12.75390625
Berlin_1_256.map,42,351,15.77734375
Berlin_1_256.map,43,352,17.44921875
Berlin_1_256.map,44,353,17.3203125
Berlin_1_256.map,45,354,17.296875
Berlin_1_256.map,46,355,17.421875
Berlin_1_256.map,47,356,17.20703125
Berlin_1_256.map,48,357,17.7890625
Berlin_1_256.map,49,358,17.42578125
Berlin_1_256.map,50,359,17.4296875
Berlin_1_256.map,51,360,17.33203125
Berlin_1_256.map,52,361,17.38671875
Berlin_1_256.map,53,362,21.0625
Berlin_1_256.map,54,363,21.55859375
Berlin_1_256.map,55,364,21.39453125
Berlin_1_256.map,56,365,21.9375
Berlin_1_256.map,57,366,22.26953125
Berlin_1_256.map,58,367,21.94921875
Berlin_1_256.map,59,368,21.8125
Berlin_1_256.map,60,369,22.05078125
Berlin_1_256.map,61,370,19.1328125
Berlin_1_256.map,62,371,20.43359375
Berlin_1_256.map,63,372,20.18359375
Berlin_1_256.map,64,373,24.515625
Berlin_1_256.map,65,374,23.68359375
Berlin_1_256.map,66,375,25.515625
Berlin_1_256.map,67,376,24.5234375
Berlin_1_256.map,68,377,24.89453125
Berlin_1_256.map,69,378,24.890625
Berlin_1_256.map,70,379,25.265625
Berlin_1_256.map,71,380,24.2734375
Berlin_1_256.map,72,381,24.84765625
Berlin_1_256.map,73,382,24.890625
Berlin_1_256.map,74,383,26.171875
Berlin_1_256.map,75,384,27.8984375
Berlin_1_256.map,76,385,27.359375
Berlin_1_256.map,77,386,28.140625
Berlin_1_256.map,78,387,26.88671875
Berlin_1_256.map,79,388,27.5390625
Berlin_1_256.map,80,389,27.5390625
Berlin_1_256.map,81,390,27.8359375
Berlin_1_256.map,82,391,29.421875
Berlin_1_256.map,83,392,29.95703125
Berlin_1_256.map,84,393,30.1484375
Berlin_1_256.map,85,394,30.484375
Berlin_1_256.map,86,395,30.5390625
Berlin_1_256.map,87,396,29.90625
Berlin_1_256.map,88,397,30.05859375
Berlin_1_256.map,89,398,31.08203125
Berlin_1_256.map,90,399,31.94921875
Berlin_1_256.map,91,400,32.30859375
Berlin_1_256.map,92,401,32.703125
Berlin_1_256.map,93,402,33.14453125
Berlin_1_256.map,94,403,33.328125
Berlin_1_256.map,95,404,32.984375
Berlin_1_256.map,96,405,34.0625
Berlin_1_256.map,97,406,33.859375
Berlin_1_256.map,98,407,34.15234375
Berlin_1_256.map,99,408,35.3359375
Berlin_1_256.map,100,409,35.234375
Berlin_1_256.map,101,410,35.5703125
Berlin_1_256.map,102,411,35.93359375
Berlin_1_256.map,103,412,35.64453125
Berlin_1_256.map,104,413,36.828125
Berlin_1_256.map,105,414,36.828125
Berlin_1_256.map,106,415,37.0625
Berlin_1_256.map,107,416,37.22265625
Berlin_1_256.map,108,417,37.86328125
Berlin_1_256.map,109,418,37.9296875
Berlin_1_256.map,110,419,38.859375
Berlin_1_256.map,111,420,39.453125
Berlin_1_256.map,112,421,39.1484375
Berlin_1_256.map,113,422,39.77734375
Berlin_1_256.map,114,423,40.58203125
Berlin_1_256.map,115,424,39.95703125
Berlin_1_256.map,116,425,45.39453125
Berlin_1_256.map,117,426,42.07421875
Berlin_1_256.map,118,427,43.83203125
Berlin_1_256.map,119,428,52.17578125
Berlin_1_256.map,1,429,0.33203125
Berlin_1_256.map,2,430,0.33203125
Berlin_1_256.map,3,431,0.40234375
Berlin_1_256.map,4,432,0.328125
Berlin_1_256.map,5,433,0.98828125
Berlin_1_256.map,6,434,0.33203125
Berlin_1_256.map,7,435,0.33203125
Berlin_1_256.map,8,436,0.32421875
Berlin_1_256.map,9,437,0.3203125
Berlin_1_256.map,10,438,0.32421875
Berlin_1_256.map,11,439,0.40234375
Berlin_1_256.map,12,440,0.33203125
Berlin_1_256.map,13,441,0.40234375
Berlin_1_256.map,14,442,0.33203125
Berlin_1_256.map,15,443,0.33203125
Berlin_1_256.map,16,444,0.32421875
Berlin_1_256.map,17,445,0.33203125
Berlin_1_256.map,18,446,9.65234375
Berlin_1_256.map,19,447,10.265625
Berlin_1_256.map,20,448,9.203125
Berlin_1_256.map,21,449,9.484375
Berlin_1_256.map,22,450,9.67578125
Berlin_1_256.map,23,451,9.4375
Berlin_1_256.map,24,452,9.5703125
Berlin_1_256.map,25,453,9.375
Berlin_1_256.map,26,454,9.42578125
Berlin_1_256.map,27,455,9.765625
Berlin_1_256.map,28,456,9.5390625
Berlin_1_256.map,29,457,13.5390625
Berlin_1_256.map,30,458,9.52734375
Berlin_1_256.map,31,459,15.1640625
Berlin_1_256.map,32,460,15.609375
Berlin_1_256.map,33,461,15.8203125
Berlin_1_256.map,34,462,15.80078125
Berlin_1_256.map,35,463,15.22265625
Berlin_1_256.map,36,464,16.65625
Berlin_1_256.map,37,465,17.14453125
Berlin_1_256.map,38,466,17.39453125
Berlin_1_256.map,39,467,16.1484375
Berlin_1_256.map,40,468,14.203125
Berlin_1_256.map,41,469,18.3046875
Berlin_1_256.map,42,470,13.9375
Berlin_1_256.map,43,471,19.0625
Berlin_1_256.map,44,472,19.27734375
Berlin_1_256.map,45,473,19.07421875
Berlin_1_256.map,46,474,21.83984375
Berlin_1_256.map,47,475,21.9375
Berlin_1_256.map,48,476,20.1640625
Berlin_1_256.map,49,477,22.2578125
Berlin_1_256.map,50,478,21.1953125
Berlin_1_256.map,51,479,22.515625
Berlin_1_256.map,52,480,21.4765625
Berlin_1_256.map,53,481,20.20703125
Berlin_1_256.map,54,482,22.3203125
Berlin_1_256.map,55,483,22.1484375
Berlin_1_256.map,56,484,22.5703125
Berlin_1_256.map,57,485,28.09765625
Berlin_1_256.map,58,486,25.078125
Berlin_1_256.map,59,487,25.6640625
Berlin_1_256.map,60,488,23.97265625
Berlin_1_256.map,61,489,25.57421875
Berlin_1_256.map,62,490,24.234375
Berlin_1_256.map,63,491,24.609375
Berlin_1_256.map,64,492,25.19921875
Berlin_1_256.map,65,493,25.12109375
Berlin_1_256.map,66,494,25.765625
Berlin_1_256.map,67,495,26.0234375
Berlin_1_256.map,68,496,26.2734375
Berlin_1_256.map,69,497,26.42578125
Berlin_1_256.map,70,498,26.65625
Berlin_1_256.map,71,499,26.921875
Berlin_1_256.map,72,500,27.1953125
Berlin_1_256.map,73,501,30.17578125
Berlin_1_256.map,74,502,45.56640625
Berlin_1_256.map,1,503,0.33203125
Berlin_1_256.map,2,504,0.33203125
Berlin_1_256.map,3,505,0.31640625
Berlin_1_256.map,4,506,0.32421875
Berlin_1_256.map,5,507,0.31640625
Berlin_1_256.map,6,508,0.32421875
Berlin_1_256.map,7,509,0.33203125
Berlin_1_256.map,8,510,0.328125
Berlin_1_256.map,9,511,0.328125
Berlin_1_256.map,10,512,0.26953125
Berlin_1_256.map,11,513,0.33203125
Berlin_1_256.map,12,514,0.33203125
Berlin_1_256.map,13,515,0.32421875
Berlin_1_256.map,14,516,0.328125
Berlin_1_256.map,15,517,8.13671875
Berlin_1_256.map,16,518,8.47265625
Berlin_1_256.map,17,519,8.67578125
Berlin_1_256.map,18,520,7.82421875
Berlin_1_256.map,19,521,8.5390625
Berlin_1_256.map,20,522,8.91796875
Berlin_1_256.map,21,523,8.31640625
Berlin_1_256.map,22,524,7.80859375
Berlin_1_256.map,23,525,8.44921875
Berlin_1_256.map,24,526,8.3984375
Berlin_1_256.map,25,527,8.27734375
Berlin_1_256.map,26,528,8.421875
Berlin_1_256.map,27,529,12.515625
Berlin_1_256.map,28,530,8.4140625
Berlin_1_256.map,29,531,12.3125
Berlin_1_256.map,30,532,11.97265625
Berlin_1_256.map,31,533,12.765625
Berlin_1_256.map,32,534,9.17578125
Berlin_1_256.map,33,535,14.4140625
Berlin_1_256.map,34,536,14.703125
Berlin_1_256.map,35,537,13.92578125
Berlin_1_256.map,36,538,14.77734375
Berlin_1_256.map,37,539,14.64453125
Berlin_1_256.map,38,540,13.51953125
Berlin_1_256.map,39,541,14.8984375
Berlin_1_256.map,40,542,15.37890625
Berlin_1_256.map,41,543,14.27734375
Berlin_1_256.map,42,544,14.4140625
Berlin_1_256.map,43,545,14.27734375
Berlin_1_256.map,44,546,14.12109375
Berlin_1_256.map,45,547,13.88671875
Berlin_1_256.map,46,548,14.234375
Berlin_1_256.map,47,549,14.4375
Berlin_1_256.map,48,550,14.484375
Berlin_1_256.map,49,551,14.5625
Berlin_1_256.map,50,552,19.140625
Berlin_1_256.map,51,553,19.27734375
Berlin_1_256.map,52,554,19.26953125
Berlin_1_256.map,53,555,19.96484375
Berlin_1_256.map,54,556,19.75390625
Berlin_1_256.map,55,557,20.1484375
Berlin_1_256.map,56,558,20.109375
Berlin_1_256.map,57,559,20.578125
Berlin_1_256.map,58,560,20.40234375
Berlin_1_256.map,59,561,22.39453125
Berlin_1_256.map,60,562,22.2578125
Berlin_1_256.map,61,563,22.765625
Berlin_1_256.map,62,564,22.9140625
Berlin_1_256.map,63,565,23.265625
Berlin_1_256.map,64,566,23.57421875
Berlin_1_256.map,65,567,23.890625
Berlin_1_256.map,66,568,24.140625
Berlin_1_256.map,67,569,24.45703125
Berlin_1_256.map,68,570,24.6640625
Berlin_1_256.map,69,571,27.65234375
Berlin_1_256.map,70,572,27.6875
Berlin_1_256.map,71,573,27.96484375
Berlin_1_256.map,72,574,28.1796875
Berlin_1_256.map,73,575,28.90234375
Berlin_1_256.map,74,576,28.859375
Berlin_1_256.map,75,577,29.171875
Berlin_1_256.map,76,578,29.796875
Berlin_1_256.map,77,579,30.01953125
Berlin_1_256.map,78,580,30.26953125
Berlin_1_256.map,79,581,30.3203125
Berlin_1_256.map,80,582,30.984375
Berlin_1_256.map,81,583,30.953125
Berlin_1_256.map,82,584,31.359375
Berlin_1_256.map,83,585,31.68359375
Berlin_1_256.map,84,586,31.94921875
Berlin_1_256.map,85,587,32.37109375
Berlin_1_256.map,86,588,32.67578125
Berlin_1_256.map,87,589,32.6640625
Berlin_1_256.map,88,590,33.17578125
Berlin_1_256.map,89,591,33.234375
Berlin_1_256.map,90,592,33.55859375
Berlin_1_256.map,91,593,34.1875
Berlin_1_256.map,92,594,34.2734375
Berlin_1_256.map,93,595,34.859375
Berlin_1_256.map,94,596,35.45703125
Berlin_1_256.map,95,597,35.8203125
Berlin_1_256.map,96,598,36.6953125
Berlin_1_256.map,97,599,36.2578125
Berlin_1_256.map,98,600,36.4765625
Berlin_1_256.map,99,601,36.6484375
Berlin_1_256.map,100,602,37.29296875
Berlin_1_256.map,101,603,37.6796875
Berlin_1_256.map,102,604,38.12890625
Berlin_1_256.map,103,605,38.26953125
Berlin_1_256.map,104,606,38.421875
Berlin_1_256.map,105,607,38.6953125
Berlin_1_256.map,106,608,39.18359375
Berlin_1_256.map,107,609,39.59765625
Berlin_1_256.map,108,610,40.390625
Berlin_1_256.map,109,611,40.1484375
Berlin_1_256.map,110,612,40.546875
Berlin_1_256.map,111,613,57.52734375
Berlin_1_256.map,1,614,0.33203125
Berlin_1_256.map,2,615,0.33203125
Berlin_1_256.map,3,616,0.33203125
Berlin_1_256.map,4,617,0.27734375
Berlin_1_256.map,5,618,0.26953125
Berlin_1_256.map,6,619,0.32421875
Berlin_1_256.map,7,620,0.33203125
Berlin_1_256.map,8,621,0.328125
Berlin_1_256.map,9,622,0.33203125
Berlin_1_256.map,10,623,0.33203125
Berlin_1_256.map,11,624,0.33203125
Berlin_1_256.map,12,625,0.3203125
Berlin_1_256.map,13,626,0.27734375
Berlin_1_256.map,14,627,0.32421875
Berlin_1_256.map,15,628,0.26953125
Berlin_1_256.map,16,629,8.1484375
Berlin_1_256.map,17,630,0.26953125
Berlin_1_256.map,18,631,0.33203125
Berlin_1_256.map,19,632,0.33203125
Berlin_1_256.map,20,633,0.33203125
Berlin_1_256.map,21,634,9.55078125
Berlin_1_256.map,22,635,9.93359375
Berlin_1_256.map,23,636,10.17578125
Berlin_1_256.map,24,637,10.359375
Berlin_1_256.map,25,638,10.26171875
Berlin_1_256.map,26,639,10.1484375
Berlin_1_256.map,27,640,10.2890625
Berlin_1_256.map,28,641,10.39453125
Berlin_1_256.map,29,642,10.6796875
Berlin_1_256.map,30,643,10.1484375
Berlin_1_256.map,31,644,10.515625
Berlin_1_256.map,32,645,10.2734375
Berlin_1_256.map,33,646,10.67578125
Berlin_1_256.map,34,647,10.4140625
Berlin_1_256.map,35,648,67.87109375
Berlin_1_256.map,1,649,0.32421875
Berlin_1_256.map,2,650,0.32421875
Berlin_1_256.map,3,651,0.33203125
Berlin_1_256.map,4,652,0.33203125
Berlin_1_256.map,5,653,0.33203125
Berlin_1_256.map,6,654,0.33203125
Berlin_1_256.map,7,655,0.32421875
Berlin_1_256.map,8,656,0.31640625
Berlin_1_256.map,9,657,0.32421875
Berlin_1_256.map,10,658,0.32421875
Berlin_1_256.map,11,659,0.27734375
Berlin_1_256.map,12,660,0.328125
Berlin_1_256.map,13,661,0.33203125
Berlin_1_256.map,14,662,0.33203125
Berlin_1_256.map,15,663,0.33203125
Berlin_1_256.map,16,664,0.33203125
Berlin_1_256.map,17,665,0.33203125
Berlin_1_256.map,18,666,0.31640625
Berlin_1_256.map,19,667,0.33203125
Berlin_1_256.map,20,668,0.33203125
Berlin_1_256.map,21,669,8.8984375
Berlin_1_256.map,22,670,10.80078125
