runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,standard conflicts,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,num_agents
0.133711,28,57,57183,221270,10526,10526,10525,10525,28,0.001121,3e-05,0.018772,0.091465,0.106007,0.189605,CBS with AStar,scenesinput/Berlin_1_256-even-13.scen:,47
0.042777,4,9,15949,70441,10733,10733,10732,10732,4,0.000401,3e-06,0.002745,0.011555,0.013492,0.195904,CBS with AStar,scenesinput/Berlin_1_256-even-13.scen:,48
0.042919,4,9,16019,71032,10948,10948,10947,10947,4,0.000403,3e-06,0.002772,0.011303,0.013251,0.195423,CBS with AStar,scenesinput/Berlin_1_256-even-13.scen:,49
0.044598,4,9,16059,71267,11010,11010,11009,11009,4,0.000451,3e-06,0.003902,0.012583,0.014576,0.200917,CBS with AStar,scenesinput/Berlin_1_256-even-13.scen:,50
0.045936,4,9,16347,72666,11380,11380,11379,11379,4,0.000475,2e-06,0.002987,0.011792,0.01385,0.212903,CBS with AStar,scenesinput/Berlin_1_256-even-13.scen:,51
0.054179,6,13,19175,83753,11484,11484,11483,11483,6,0.000489,5e-06,0.004401,0.018133,0.021256,0.207084,CBS with AStar,scenesinput/Berlin_1_256-even-13.scen:,52
0.072444,10,21,26135,109272,11594,11594,11593,11593,10,0.000664,7e-06,0.00748,0.033211,0.03869,0.215608,CBS with AStar,scenesinput/Berlin_1_256-even-13.scen:,53
0.061397,7,15,21033,90797,11718,11718,11717,11717,7,0.000609,4e-06,0.005443,0.022709,0.026558,0.228596,CBS with AStar,scenesinput/Berlin_1_256-even-13.scen:,54
0.079258,11,23,27425,114701,12000,12000,11999,11999,11,0.000734,8e-06,0.008563,0.036854,0.042984,0.222436,CBS with AStar,scenesinput/Berlin_1_256-even-13.scen:,55
0.055676,5,11,18234,81322,12443,12443,12442,12442,5,0.00054,1e-06,0.004051,0.015251,0.017949,0.223555,CBS with AStar,scenesinput/Berlin_1_256-even-13.scen:,56
0.057456,5,11,17977,80725,12539,12539,12538,12538,5,0.000655,7e-06,0.004108,0.01526,0.018224,0.228621,CBS with AStar,scenesinput/Berlin_1_256-even-13.scen:,57
0.074059,8,17,24716,104507,12913,12913,12912,12912,8,0.000705,5e-06,0.006582,0.028384,0.03307,0.231467,CBS with AStar,scenesinput/Berlin_1_256-even-13.scen:,58
0.000242,0,1,411,1048,410,410,410,410,0,0,0,0,0,0,0.004007,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,1
0.000361,0,1,533,1603,531,531,531,531,0,0,0,0,0,0,0.008709,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,2
0.00046,0,1,656,2175,653,653,653,653,0,1e-06,0,0,0,0,0.012622,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,3
0.000822,0,1,983,3755,979,979,979,979,0,2e-06,0,0,0,0,0.016961,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,4
0.000994,0,1,1185,4730,1180,1180,1180,1180,0,5e-06,0,0,0,0,0.021098,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,5
0.001414,0,1,1496,6242,1490,1490,1490,1490,0,5e-06,0,0,0,0,0.026104,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,6
0.001529,0,1,1557,6510,1550,1550,1550,1550,0,6e-06,0,0,0,0,0.030707,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,7
0.001739,0,1,1840,7831,1832,1832,1832,1832,0,8e-06,0,0,0,0,0.033498,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,8
0.002184,0,1,2282,9849,2273,2273,2273,2273,0,1e-05,0,0,0,0,0.037786,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,9
0.002526,0,1,2595,11318,2585,2585,2585,2585,0,1.3e-05,0,0,0,0,0.041993,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,10
0.003119,0,1,2990,13176,2979,2979,2979,2979,0,1.7e-05,0,0,0,0,0.045588,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,11
0.003253,0,1,3074,13578,3062,3062,3062,3062,0,2e-05,0,0,0,0,0.049854,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,12
0.00378,0,1,3443,15313,3430,3430,3430,3430,0,2.3e-05,0,0,0,0,0.054992,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,13
0.003983,0,1,3530,15719,3516,3516,3516,3516,0,2.6e-05,0,0,0,0,0.05799,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,14
0.004498,0,1,3862,17323,3847,3847,3847,3847,0,3.1e-05,0,0,0,0,0.061398,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,15
0.005315,0,1,4235,19047,4219,4219,4219,4219,0,3.4e-05,0,0,0,0,0.067975,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,16
0.005696,0,1,4652,21049,4635,4635,4635,4635,0,4.2e-05,0,0,0,0,0.069465,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,17
0.006164,0,1,4819,21831,4801,4801,4801,4801,0,4.3e-05,0,0,0,0,0.073395,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,18
0.006894,0,1,5213,23707,5194,5194,5194,5194,0,5e-05,0,0,0,0,0.07823,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,19
0.007534,0,1,5336,24302,5316,5316,5316,5316,0,6e-05,0,0,0,0,0.08361,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,20
0.008105,0,1,5600,25550,5579,5579,5579,5579,0,6.5e-05,0,0,0,0,0.087669,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,21
0.008315,0,1,5662,25852,5640,5640,5640,5640,0,6.6e-05,0,0,0,0,0.090934,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,22
0.00882,0,1,6044,27627,6019,6019,6019,6019,0,7.5e-05,0,0,0,0,0.093525,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,23
0.009405,0,1,6251,28654,6225,6225,6225,6225,0,8.1e-05,0,0,0,0,0.099466,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,24
0.010416,0,1,6716,30821,6689,6689,6689,6689,0,8.4e-05,0,0,0,0,0.099563,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,25
0.01115,0,1,7038,32413,7010,7010,7010,7010,0,9.2e-05,0,0,0,0,0.104722,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,26
0.014167,0,1,7142,32916,7113,7113,7113,7113,0,0.00011,0,0,0,0,0.110425,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,27
0.014521,1,3,8395,38859,7500,7500,7500,7500,1,0.000137,1e-06,0.000426,0.001425,0.001728,0.112279,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,28
0.015049,1,3,8430,38986,7534,7534,7534,7534,1,0.000142,0,0.000417,0.001507,0.001825,0.118898,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,29
0.016074,1,3,8777,40670,7881,7881,7881,7881,1,0.000151,0,0.000436,0.001556,0.001878,0.130401,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,30
0.016873,1,3,8839,40988,7942,7942,7942,7942,1,0.000157,1e-06,0.000447,0.001546,0.001872,0.125162,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,31
0.017185,1,3,9025,41825,8127,8127,8127,8127,1,0.000166,1e-06,0.000465,0.001594,0.001936,0.128789,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,32
0.017829,1,3,9039,41888,8140,8140,8140,8140,1,0.000172,1e-06,0.000474,0.0016,0.001959,0.132849,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,33
0.018961,1,3,9436,43722,8535,8535,8535,8535,1,0.000186,0,0.000504,0.001708,0.00206,0.141537,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,34
0.019912,1,3,9640,44693,8738,8738,8738,8738,1,0.00019,0,0.000518,0.001729,0.002115,0.139781,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,35
0.021123,1,3,10261,47218,9097,9097,9097,9097,1,0.000207,1e-06,0.000514,0.001757,0.002126,0.147734,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,36
0.022393,1,3,10629,48911,9464,9464,9464,9464,1,0.000217,1e-06,0.000546,0.001808,0.002205,0.148527,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,37
0.023306,1,3,10984,50614,9818,9818,9818,9818,1,0.000229,1e-06,0.000568,0.001826,0.002227,0.153628,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,38
0.026131,2,5,11597,53488,9883,9883,9883,9883,2,0.000273,2e-06,0.001133,0.003315,0.004067,0.157459,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,39
0.027345,2,5,11951,55229,10240,10240,10240,10240,2,0.000305,0,0.001197,0.003591,0.0044,0.162367,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,40
0.028602,2,5,12250,56669,10538,10538,10538,10538,2,0.000304,1e-06,0.001228,0.003558,0.004336,0.166875,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,41
0.030366,2,5,12455,57617,10740,10740,10740,10740,2,0.000326,0,0.001327,0.003889,0.004763,0.170238,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,42
0.030757,2,5,12561,58089,10846,10846,10846,10846,2,0.000318,0,0.001317,0.003799,0.004676,0.176678,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,43
0.032671,2,5,12579,58193,10860,10860,10860,10860,2,0.000348,0,0.001356,0.004044,0.004964,0.181243,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,44
0.039213,5,11,14423,67000,10941,10941,10941,10941,5,0.000426,4e-06,0.003302,0.009261,0.011465,0.18398,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,45
0.04018,5,11,14682,68235,11056,11056,11056,11056,5,0.000426,3e-06,0.003439,0.009652,0.011898,0.1833,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,46
0.041484,5,11,15199,70678,11434,11434,11434,11434,5,0.000442,4e-06,0.00343,0.010077,0.01232,0.188074,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,47
0.043078,5,11,15352,71330,11696,11696,11696,11696,5,0.000466,3e-06,0.003591,0.010115,0.012499,0.194195,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,48
0.04467,5,11,15867,73784,12117,12117,12117,12117,5,0.000482,3e-06,0.003687,0.010293,0.012663,0.203609,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,49
0.046444,5,11,16171,75072,12309,12309,12309,12309,5,0.000507,5e-06,0.003659,0.010686,0.013077,0.19994,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,50
0.047578,5,11,16266,75498,12534,12534,12534,12534,5,0.000494,2e-06,0.003858,0.010771,0.013214,0.207106,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,51
0.055702,6,13,19854,85395,12694,12694,12694,12694,6,0.000572,5e-06,0.00475,0.016145,0.01915,0.2098,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,52
0.097545,12,25,38930,151249,13051,13051,13051,13051,12,0.000827,1.4e-05,0.009469,0.049534,0.056669,0.217393,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,53
1.64582,295,591,603030,2220101,13222,13222,13222,13222,295,0.012238,0.001416,0.253923,1.3951,1.60246,0.217622,CBS with AStar,scenesinput/Berlin_1_256-even-14.scen:,54
8.6e-05,0,1,117,339,116,116,116,116,0,0,0,0,0,0,0.004205,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,1
0.000305,0,1,343,1192,341,341,341,341,0,0,0,0,0,0,0.008511,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,2
0.000491,0,1,653,2505,650,650,650,650,0,1e-06,0,0,0,0,0.012781,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,3
0.000666,0,1,788,3174,784,784,784,784,0,2e-06,0,0,0,0,0.017728,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,4
0.000747,0,1,854,3500,849,849,849,849,0,3e-06,0,0,0,0,0.02093,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,5
0.001079,0,1,1101,4696,1095,1095,1095,1095,0,4e-06,0,0,0,0,0.025536,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,6
0.001148,0,1,1308,5690,1301,1301,1301,1301,0,5e-06,0,0,0,0,0.029443,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,7
0.001321,0,1,1352,5906,1344,1344,1344,1344,0,2e-05,0,0,0,0,0.033204,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,8
0.001802,0,1,1764,7646,1755,1755,1755,1755,0,9e-06,0,0,0,0,0.037608,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,9
0.001869,0,1,1838,7976,1828,1828,1828,1828,0,1e-05,0,0,0,0,0.041849,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,10
0.002184,0,1,1926,8405,1915,1915,1915,1915,0,1.2e-05,0,0,0,0,0.046059,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,11
0.002224,0,1,2074,9108,2062,2062,2062,2062,0,1.4e-05,0,0,0,0,0.0499,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,12
0.002599,0,1,2162,9533,2149,2149,2149,2149,0,1.5e-05,0,0,0,0,0.054102,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,13
0.00334,0,1,2515,11189,2501,2501,2501,2501,0,2.1e-05,0,0,0,0,0.06517,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,14
0.003474,0,1,2848,12754,2833,2833,2833,2833,0,2.3e-05,0,0,0,0,0.063149,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,15
0.00404,0,1,3167,14287,3151,3151,3151,3151,0,3.6e-05,0,0,0,0,0.066459,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,16
0.004409,0,1,3328,15052,3311,3311,3311,3311,0,2.8e-05,0,0,0,0,0.072077,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,17
0.00462,0,1,3461,15685,3443,3443,3443,3443,0,3.1e-05,0,0,0,0,0.076235,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,18
0.005577,0,1,3852,17525,3833,3833,3833,3833,0,3.9e-05,0,0,0,0,0.080787,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,19
0.006276,0,1,4146,18951,4126,4126,4126,4126,0,5e-05,0,0,0,0,0.087148,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,20
0.006613,0,1,4201,19200,4180,4180,4180,4180,0,5.1e-05,0,0,0,0,0.090655,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,21
0.006505,0,1,4227,19326,4205,4205,4205,4205,0,4.9e-05,0,0,0,0,0.090949,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,22
0.006783,0,1,4238,19377,4215,4215,4215,4215,0,5.4e-05,0,0,0,0,0.094445,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,23
0.00751,0,1,4422,20254,4398,4398,4398,4398,0,5.6e-05,0,0,0,0,0.095284,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,24
0.007692,0,1,4458,20430,4433,4433,4433,4433,0,5.9e-05,0,0,0,0,0.101979,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,25
0.007972,0,1,4553,20898,4527,4527,4527,4527,0,6e-05,0,0,0,0,0.105021,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,26
0.008607,0,1,4774,21948,4747,4747,4747,4747,0,6.8e-05,0,0,0,0,0.109043,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,27
0.009407,0,1,4991,22941,4948,4948,4948,4948,0,7.9e-05,0,0,0,0,0.113797,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,28
0.009655,0,1,5157,23714,5113,5113,5113,5113,0,7.9e-05,0,0,0,0,0.11753,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,29
0.010505,0,1,5513,25286,5434,5434,5434,5434,0,9.4e-05,0,0,0,0,0.123296,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,30
0.011682,0,1,5961,27348,5880,5880,5880,5880,0,9.6e-05,0,0,0,0,0.126716,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,31
0.012244,0,1,6208,28525,6126,6126,6126,6126,0,0.0001,0,0,0,0,0.130293,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,32
0.012819,0,1,6338,29150,6255,6255,6255,6255,0,0.00011,0,0,0,0,0.135653,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,33
0.014173,0,1,6637,30559,6553,6553,6553,6553,0,0.000123,0,0,0,0,0.13635,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,34
0.015135,0,1,6783,31285,6698,6698,6698,6698,0,0.000135,0,0,0,0,0.144077,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,35
0.015034,0,1,6876,31704,6790,6790,6790,6790,0,0.000124,0,0,0,0,0.14638,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,36
0.017396,0,1,6952,32080,6865,6865,6865,6865,0,0.000188,0,0,0,0,0.148166,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,37
0.016004,0,1,7042,32526,6954,6954,6954,6954,0,0.000144,0,0,0,0,0.15256,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,38
0.017111,0,1,7502,34708,7413,7413,7413,7413,0,0.000153,0,0,0,0,0.154732,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,39
0.017651,0,1,7516,34774,7426,7426,7426,7426,0,0.000159,0,0,0,0,0.160812,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,40
0.018198,0,1,7585,35105,7494,7494,7494,7494,0,0.000156,0,0,0,0,0.165369,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,41
0.019823,0,1,8031,37240,7939,7939,7939,7939,0,0.000176,0,0,0,0,0.173363,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,42
0.020636,0,1,8427,39140,8334,8334,8334,8334,0,0.000191,0,0,0,0,0.173239,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,43
0.021877,0,1,8599,39962,8505,8505,8505,8505,0,0.000224,0,0,0,0,0.176833,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,44
0.022867,0,1,8746,40666,8651,8651,8651,8651,0,0.000198,0,0,0,0,0.183326,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,45
0.024186,0,1,8812,40986,8716,8716,8716,8716,0,0.000214,0,0,0,0,0.185846,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,46
0.0248,0,1,9285,43233,9188,9188,9188,9188,0,0.000237,0,0,0,0,0.190985,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,47
0.025131,0,1,9301,43309,9203,9203,9203,9203,0,0.000246,0,0,0,0,0.194995,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,48
0.028663,0,1,10007,46036,9486,9486,9486,9486,0,0.00026,0,0,0,0,0.196287,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,49
0.028024,0,1,10297,47417,9775,9775,9775,9775,0,0.000278,0,0,0,0,0.204718,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,50
0.029139,0,1,10431,48048,9908,9908,9908,9908,0,0.000267,0,0,0,0,0.203152,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,51
0.029954,0,1,10511,48418,9987,9987,9987,9987,0,0.000291,0,0,0,0,0.206883,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,52
0.030476,0,1,10526,48489,10001,10001,10001,10001,0,0.000298,0,0,0,0,0.213774,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,53
0.033284,0,1,11001,50642,10420,10420,10420,10420,0,0.000327,0,0,0,0,0.224915,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,54
0.033481,0,1,11264,51929,10682,10682,10682,10682,0,0.000312,0,0,0,0,0.218848,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,55
0.035215,0,1,11349,52350,10766,10766,10766,10766,0,0.000316,0,0,0,0,0.224417,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,56
0.044175,1,3,15055,65378,11181,11181,11181,11181,1,0.000361,0,0.000787,0.004557,0.00522,0.22865,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,57
0.047069,1,3,15494,67486,11619,11619,11619,11619,1,0.000404,1e-06,0.000836,0.004692,0.005327,0.231767,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,58
0.046822,1,3,15613,68112,11737,11737,11737,11737,1,0.000402,0,0.000811,0.004703,0.005344,0.237831,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,59
0.049233,1,3,16016,69969,12139,12139,12139,12139,1,0.000402,2e-06,0.000824,0.004762,0.005438,0.236572,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,60
0.050399,1,3,16469,72126,12583,12583,12583,12583,1,0.000466,1e-06,0.000846,0.0048,0.005451,0.245564,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,61
0.052215,1,3,16512,72349,12625,12625,12625,12625,1,0.000495,1e-06,0.00091,0.005158,0.005867,0.250233,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,62
0.05263,1,3,16634,72916,12746,12746,12746,12746,1,0.000486,1e-06,0.000924,0.005126,0.00582,0.251843,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,63
0.054212,1,3,17111,75208,13222,13222,13222,13222,1,0.000529,2e-06,0.0009,0.005116,0.005854,0.258979,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,64
0.055531,1,3,17133,75307,13243,13243,13243,13243,1,0.000493,0,0.000923,0.005163,0.005847,0.257806,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,65
0.058291,1,3,17195,75584,13304,13304,13304,13304,1,0.000483,1e-06,0.000936,0.005371,0.006082,0.262233,CBS with AStar,scenesinput/Berlin_1_256-even-15.scen:,66
0.000268,0,1,441,1121,440,440,440,440,0,1e-06,0,0,0,0,0.004002,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,1
0.00036,0,1,535,1584,533,533,533,533,0,1e-06,0,0,0,0,0.008304,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,2
0.000604,0,1,818,2950,815,815,815,815,0,2e-06,0,0,0,0,0.012717,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,3
0.00088,0,1,1008,3854,1004,1004,1004,1004,0,2e-06,0,0,0,0,0.017128,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,4
0.001256,0,1,1407,5761,1402,1402,1402,1402,0,3e-06,0,0,0,0,0.026008,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,5
0.001625,0,1,1840,7793,1834,1834,1834,1834,0,5e-06,0,0,0,0,0.025235,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,6
0.002003,0,1,2143,9270,2136,2136,2136,2136,0,7e-06,0,0,0,0,0.029029,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,7
0.002119,0,1,2183,9460,2175,2175,2175,2175,0,1e-05,0,0,0,0,0.033758,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,8
0.002294,0,1,2265,9866,2256,2256,2256,2256,0,9e-06,0,0,0,0,0.038834,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,9
0.002553,0,1,2290,9984,2280,2280,2280,2280,0,1.1e-05,0,0,0,0,0.041092,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,10
0.002887,0,1,2575,11300,2564,2564,2564,2564,0,1.5e-05,0,0,0,0,0.050011,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,11
0.003105,0,1,2755,12138,2743,2743,2743,2743,0,1.6e-05,0,0,0,0,0.053068,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,12
0.003475,0,1,2838,12518,2825,2825,2825,2825,0,2e-05,0,0,0,0,0.055701,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,13
0.00359,0,1,3008,13357,2994,2994,2994,2994,0,2.2e-05,0,0,0,0,0.059268,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,14
0.004178,0,1,3445,15445,3430,3430,3430,3430,0,2.6e-05,0,0,0,0,0.063282,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,15
0.004585,0,1,3648,16406,3632,3632,3632,3632,0,2.8e-05,0,0,0,0,0.067024,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,16
0.004895,0,1,3686,16582,3669,3669,3669,3669,0,3.1e-05,0,0,0,0,0.070444,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,17
0.005272,0,1,3911,17617,3893,3893,3893,3893,0,3.5e-05,0,0,0,0,0.074913,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,18
0.005564,0,1,4021,18134,4002,4002,4002,4002,0,5.6e-05,0,0,0,0,0.077642,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,19
0.006399,0,1,4179,18882,4159,4159,4159,4159,0,4.6e-05,0,0,0,0,0.081732,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,20
0.006485,0,1,4329,19559,4308,4308,4308,4308,0,4.7e-05,0,0,0,0,0.085185,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,21
0.009465,2,5,5949,24831,4398,4398,4398,4398,2,7e-05,1e-06,0.0006,0.002113,0.002313,0.089311,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,22
0.010011,2,5,6152,25741,4599,4599,4599,4599,2,7.4e-05,3e-06,0.000603,0.002072,0.002279,0.093164,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,23
0.011496,2,5,6313,26538,4764,4764,4764,4764,2,8.4e-05,2e-06,0.000695,0.002264,0.002483,0.129691,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,24
0.014119,4,9,7832,33816,4790,4790,4790,4790,4,0.000112,4e-06,0.001307,0.004628,0.005359,0.102459,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,25
0.015018,4,9,8207,35475,5146,5146,5146,5146,4,0.000133,1e-06,0.001427,0.004843,0.005649,0.104835,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,26
0.018476,5,11,9190,39235,5160,5160,5160,5160,5,0.000162,8e-06,0.001887,0.006849,0.008032,0.109492,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,27
0.034654,17,35,16195,67661,5262,5262,5260,5260,17,0.000299,3e-06,0.007188,0.020475,0.023527,0.113179,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,28
0.041609,20,41,18605,76940,5694,5694,5692,5692,20,0.000387,1.6e-05,0.009146,0.026026,0.029667,0.116522,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,29
0.051333,23,47,21561,88199,6079,6079,6077,6077,23,0.000443,1.5e-05,0.010848,0.030909,0.035418,0.122696,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,30
0.046226,20,41,20193,80939,6166,6166,6164,6164,20,0.000405,1.3e-05,0.009886,0.028063,0.031807,0.124264,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,31
0.050008,22,45,21284,87719,6534,6534,6532,6532,22,0.000485,1.7e-05,0.010926,0.030684,0.035093,0.128607,CBS with AStar,scenesinput/Berlin_1_256-even-16.scen:,32
