runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,standard conflicts,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,num_agents
0.047695,5,11,23703,79149,8742,8742,8740,8740,5,0.000345,1.2e-05,0.003582,0.022918,0.026897,0.17852,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,35
0.080727,5,11,24123,81249,9197,9197,9195,9195,5,0.000657,3.8e-05,0.005279,0.037927,0.04448,0.230864,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,36
0.090045,5,11,24501,83011,9630,9630,9628,9628,5,0.000485,1.2e-05,0.003425,0.036646,0.039193,0.216962,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,37
0.076883,5,11,25234,85640,10023,10023,10021,10021,5,0.00037,6e-06,0.003197,0.033661,0.038801,0.237514,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,38
0.088395,5,11,25157,85707,10096,10096,10094,10094,5,0.000833,3.4e-05,0.00547,0.028938,0.034717,0.247451,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,39
0.064823,6,13,25982,88985,10257,10257,10255,10255,6,0.000808,1.7e-05,0.0052,0.028247,0.031903,0.201509,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,40
0.083529,6,13,25652,88725,10377,10377,10375,10375,6,0.00051,2e-05,0.004837,0.03168,0.039707,0.213825,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,41
0.070706,6,13,25814,89301,10488,10488,10486,10486,6,0.000692,2.7e-05,0.006065,0.032533,0.038048,0.214789,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,42
0.18545,26,53,71797,215208,10947,10947,10944,10944,26,0.001475,4.5e-05,0.023115,0.125769,0.148933,0.227436,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,43
0.458413,65,131,164934,473139,11154,11154,11151,11151,65,0.003177,0.000121,0.053669,0.374731,0.41994,0.225082,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,44
0.113618,11,23,40474,129964,11583,11583,11580,11580,11,0.000911,4e-05,0.010437,0.063939,0.07262,0.227621,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,45
1.2889,168,337,431875,1208807,11753,11753,11750,11750,168,0.008624,0.000508,0.158032,1.07061,1.24753,0.226397,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,46
2.59035,311,623,817758,2278951,12056,12056,12053,12053,311,0.014763,0.000773,0.343444,2.17616,2.54626,0.233554,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,47
0.200202,13,27,42875,139467,12494,12494,12491,12491,13,0.001479,3.1e-05,0.021896,0.117868,0.127396,0.297308,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,48
1.26094,117,235,295224,832228,12883,12883,12880,12880,117,0.007422,0.000342,0.121913,1.03991,1.1921,0.320286,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,49
0.685826,65,131,163050,469137,13035,13035,13032,13032,65,0.003822,0.00019,0.071872,0.553448,0.632063,0.310307,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,50
0.51649,53,107,141308,413540,13306,13306,13303,13303,53,0.003247,0.000143,0.05577,0.401345,0.469026,0.258304,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,51
0.139901,12,25,43080,141819,13364,13364,13361,13361,12,0.00116,2.4e-05,0.013938,0.077965,0.091041,0.265592,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,52
0.134613,13,27,42994,142843,13508,13508,13505,13505,13,0.000912,1.3e-05,0.012109,0.078778,0.086476,0.257833,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,53
0.760937,75,151,174946,520666,13846,13846,13843,13843,75,0.005725,0.00029,0.100219,0.591665,0.702562,0.294967,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,54
0.200771,15,31,45987,155201,13965,13965,13962,13962,15,0.001181,2.9e-05,0.016419,0.104741,0.127388,0.32666,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,55
0.428514,51,103,112121,349273,14090,14090,14087,14087,51,0.003347,0.000132,0.060565,0.319783,0.368012,0.310437,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,56
10.4113,993,1987,2116518,6133024,14255,14255,14252,14252,993,0.057993,0.002916,1.50482,8.69435,10.3436,0.286611,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,57
2.06254,165,331,352670,1041612,14338,14338,14335,14335,165,0.012385,0.000575,0.224454,1.63819,1.96334,0.364864,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,58
5.10413,487,975,1088371,3163245,14475,14475,14472,14472,487,0.029716,0.00145,0.704918,4.28784,5.02373,0.370494,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,59
0.225384,14,29,45765,154757,14813,14813,14810,14810,14,0.001248,3e-05,0.016824,0.130086,0.145045,0.376827,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,60
2.24047,217,435,436445,1289847,14852,14852,14849,14849,217,0.014174,0.000552,0.287932,1.88051,2.1554,0.37701,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,61
0.256367,15,31,46881,160661,14989,14989,14986,14986,15,0.001759,6.2e-05,0.021204,0.143543,0.166971,0.389853,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,62
0.289488,17,35,47957,165014,15121,15121,15118,15118,17,0.001814,5.2e-05,0.026254,0.164961,0.189876,0.389886,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,63
0.546714,34,69,82047,264214,15489,15489,15486,15486,34,0.003715,0.000119,0.05339,0.359258,0.444206,0.382802,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,64
0.443804,33,67,79958,258852,15514,15514,15511,15511,33,0.002469,6.7e-05,0.037485,0.301429,0.338166,0.408143,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,65
0.322295,17,35,48730,168034,15742,15742,15739,15739,17,0.002287,6.4e-05,0.023973,0.18611,0.219572,0.395279,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,66
0.412931,37,75,92795,289461,16123,16123,16120,16120,37,0.003438,0.000134,0.052559,0.287357,0.3346,0.416748,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,67
0.450835,40,81,95517,301108,16494,16494,16491,16491,40,0.002762,7.5e-05,0.047142,0.324846,0.369515,0.354248,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,68
0.460463,32,65,81121,260434,16741,16741,16738,16738,32,0.002377,5.8e-05,0.039273,0.302757,0.327441,0.357483,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,69
0.381247,32,65,80602,260983,17032,17032,17029,17029,32,0.002755,9.3e-05,0.042315,0.24592,0.284608,0.354206,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,70
0.435256,36,73,93748,295001,17327,17327,17324,17324,36,0.00367,5.6e-05,0.043825,0.31037,0.342214,0.357064,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,71
0.43359,32,65,90093,280056,17361,17361,17358,17358,32,0.003212,7.2e-05,0.044049,0.285159,0.34031,0.371199,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,72
5.76572,501,1003,1032331,2967498,17490,17490,17487,17487,501,0.03517,0.001385,0.839018,4.95391,5.65062,0.364199,CBS with AStar,scenesinput/Berlin_1_256-even-6.scen:,73
9.3e-05,0,1,121,336,120,120,120,120,0,0,0,0,0,0,0.004463,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,1
0.001691,0,1,157,512,155,155,155,155,0,1.4e-05,0,0,0,0,0.010574,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,2
0.001845,0,1,260,976,257,257,257,257,0,1.8e-05,0,0,0,0,0.014828,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,3
0.000383,0,1,350,1414,346,346,346,346,0,1e-06,0,0,0,0,0.025021,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,4
0.000641,0,1,682,2525,677,677,677,677,0,2e-06,0,0,0,0,0.029675,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,5
0.001051,0,1,1012,4080,1006,1006,1006,1006,0,4e-06,0,0,0,0,0.036041,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,6
0.001215,0,1,1068,4356,1061,1061,1061,1061,0,4e-06,0,0,0,0,0.051988,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,7
0.001567,0,1,1425,6026,1417,1417,1417,1417,0,7e-06,0,0,0,0,0.044204,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,8
0.002104,0,1,1844,7881,1835,1835,1835,1835,0,9e-06,0,0,0,0,0.057697,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,9
0.002385,0,1,2306,9987,2296,2296,2296,2296,0,1.2e-05,0,0,0,0,0.059591,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,10
0.00317,0,1,2766,12199,2755,2755,2755,2755,0,2.9e-05,0,0,0,0,0.068304,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,11
0.016828,0,1,2774,12235,2762,2762,2762,2762,0,1.7e-05,0,0,0,0,0.072707,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,12
0.003748,0,1,3212,14294,3199,3199,3199,3199,0,2.1e-05,0,0,0,0,0.076719,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,13
0.004237,0,1,3388,15158,3374,3374,3374,3374,0,2.4e-05,0,0,0,0,0.082316,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,14
0.018793,0,1,3416,15290,3401,3401,3401,3401,0,2.8e-05,0,0,0,0,0.0962,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,15
0.013186,0,1,3814,17169,3798,3798,3798,3798,0,7.9e-05,0,0,0,0,0.099401,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,16
0.012924,0,1,3993,17999,3964,3964,3964,3964,0,3.5e-05,0,0,0,0,0.100586,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,17
0.019506,0,1,4160,18764,4130,4130,4130,4130,0,4.2e-05,0,0,0,0,0.108203,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,18
0.006596,0,1,4212,19020,4181,4181,4181,4181,0,4e-05,0,0,0,0,0.12544,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,19
0.006724,0,1,4419,19957,4387,4387,4387,4387,0,4.8e-05,0,0,0,0,0.118753,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,20
0.018875,0,1,4867,22074,4834,4834,4834,4834,0,5.7e-05,0,0,0,0,0.131316,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,21
0.007914,0,1,4900,22223,4866,4866,4866,4866,0,5.5e-05,0,0,0,0,0.17432,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,22
0.022775,0,1,5023,22788,4988,4988,4988,4988,0,6.9e-05,0,0,0,0,0.143816,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,23
0.024055,0,1,5463,24844,5427,5427,5427,5427,0,8.3e-05,0,0,0,0,0.144276,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,24
0.009589,0,1,5495,25000,5458,5458,5458,5458,0,7.6e-05,0,0,0,0,0.162113,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,25
0.023811,0,1,5750,26207,5712,5712,5712,5712,0,8.6e-05,0,0,0,0,0.161863,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,26
0.011741,0,1,6163,28208,6124,6124,6124,6124,0,0.000101,0,0,0,0,0.175948,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,27
0.026139,0,1,6280,28785,6240,6240,6240,6240,0,9.5e-05,0,0,0,0,0.162068,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,28
0.022445,0,1,6340,29081,6299,6299,6299,6299,0,0.00011,0,0,0,0,0.177602,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,29
0.032312,3,7,9483,37660,6389,6389,6387,6387,3,0.000314,3.2e-05,0.009431,0.018335,0.018583,0.203978,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,30
0.030909,4,9,10296,41514,6411,6411,6409,6409,4,0.000186,9e-06,0.002524,0.008253,0.008697,0.187065,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,31
0.026011,4,9,10579,42887,6693,6693,6691,6691,4,0.000172,3e-06,0.002453,0.007514,0.007961,0.162884,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,32
0.03124,4,9,10701,43400,6815,6815,6813,6813,4,0.000192,5e-06,0.002811,0.008321,0.008749,0.167136,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,33
0.024722,4,9,10707,43490,6821,6821,6819,6819,4,0.000192,4e-06,0.002484,0.00785,0.008281,0.17555,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,34
0.039519,4,9,10869,44161,6981,6981,6979,6979,4,0.000359,1.1e-05,0.004097,0.01327,0.014007,0.192579,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,35
0.033374,4,9,11063,45129,7174,7174,7172,7172,4,0.000213,7e-06,0.002893,0.008618,0.009116,0.180316,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,36
0.034468,4,9,11189,45717,7297,7297,7295,7295,4,0.0003,1.9e-05,0.005522,0.015296,0.015849,0.18875,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,37
0.036957,5,11,12021,49628,7337,7337,7335,7335,5,0.000367,1.9e-05,0.006827,0.016992,0.018098,0.201608,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,38
0.043775,4,9,11756,48242,7783,7783,7781,7781,4,0.000355,8e-06,0.004838,0.014373,0.015039,0.19539,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,39
0.03644,4,9,11803,48502,7829,7829,7827,7827,4,0.000239,6e-06,0.002792,0.008428,0.008917,0.191939,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,40
0.039176,4,9,12015,49502,8041,8041,8039,8039,4,0.000269,6e-06,0.003026,0.009354,0.009902,0.206638,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,41
0.041143,4,9,12234,50554,8258,8258,8256,8256,4,0.000389,2.2e-05,0.004092,0.014417,0.015102,0.210837,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,42
0.047224,5,11,13108,54598,8413,8413,8411,8411,5,0.00033,7e-06,0.004032,0.012051,0.013178,0.217773,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,43
0.051945,5,11,13355,55786,8662,8662,8660,8660,5,0.000467,1e-05,0.004565,0.017474,0.018934,0.224607,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,44
0.047346,5,11,13614,56967,8868,8868,8866,8866,5,0.000377,9e-06,0.00436,0.01273,0.013884,0.231649,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,45
0.049648,5,11,14093,59228,9335,9335,9333,9333,5,0.000413,1e-05,0.004378,0.013203,0.014432,0.235274,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,46
0.050121,5,11,14151,59442,9411,9411,9409,9409,5,0.000426,3e-06,0.004136,0.014682,0.015826,0.232215,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,47
0.049939,5,11,14218,59861,9459,9459,9457,9457,5,0.000365,3e-06,0.004171,0.012571,0.013663,0.242552,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,48
0.050036,5,11,14407,60808,9646,9646,9644,9644,5,0.000372,5e-06,0.004155,0.012695,0.013743,0.242205,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,49
0.056449,5,11,14591,61688,9881,9881,9879,9879,5,0.00042,4e-06,0.00466,0.013582,0.014691,0.24655,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,50
0.059691,5,11,14662,61950,9910,9910,9908,9908,5,0.000454,1e-05,0.007365,0.019831,0.021046,0.252981,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,51
0.061551,5,11,15069,63918,10324,10324,10322,10322,5,0.000611,1.6e-05,0.006454,0.017544,0.021511,0.265301,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,52
0.061299,5,11,15102,64055,10332,10332,10330,10330,5,0.000443,6e-06,0.004871,0.01426,0.015336,0.2664,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,53
0.094586,5,11,15343,65267,10579,10579,10577,10577,5,0.000619,3.2e-05,0.012993,0.028475,0.029893,0.339461,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,54
0.081475,5,11,15500,66112,10779,10779,10777,10777,5,0.000538,1e-05,0.005247,0.027958,0.029914,0.353613,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,55
0.100173,5,11,15810,67567,11076,11076,11074,11074,5,0.000865,3.2e-05,0.007591,0.024301,0.031248,0.347114,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,56
0.103272,5,11,15848,67692,11102,11102,11100,11100,5,0.00102,2.9e-05,0.014853,0.028901,0.030676,0.346436,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,57
0.117954,6,13,17075,73498,11432,11432,11430,11430,6,0.000883,1.4e-05,0.009784,0.023768,0.034377,0.358182,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,58
0.288409,20,41,48700,152110,11602,11602,11598,11598,20,0.00175,4.6e-05,0.025451,0.178849,0.198587,0.372788,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,59
0.168027,19,39,40086,132074,11730,11730,11726,11726,19,0.000987,3.8e-05,0.02214,0.100212,0.106802,0.309965,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,60
0.206945,20,41,49281,155207,12152,12152,12148,12148,20,0.001256,4.3e-05,0.021163,0.132459,0.145236,0.308121,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,61
0.219875,21,43,46153,150487,12173,12173,12169,12169,21,0.001619,5.9e-05,0.029596,0.133484,0.147234,0.309891,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,62
0.202328,20,41,41644,139253,12494,12494,12490,12490,20,0.00182,6.8e-05,0.027186,0.118572,0.135861,0.314964,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,63
0.23556,21,43,52247,163505,12503,12503,12499,12499,21,0.001391,6.1e-05,0.025272,0.145896,0.167319,0.315151,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,64
0.232661,19,39,50757,156776,12588,12588,12584,12584,19,0.001251,4.1e-05,0.021408,0.151519,0.166256,0.317059,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,65
0.269404,25,51,60118,186545,13009,13009,13005,13005,25,0.001774,7.9e-05,0.030986,0.174659,0.198822,0.327076,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,66
0.234783,24,49,45553,157285,13087,13087,13083,13083,24,0.001904,7.4e-05,0.035263,0.132096,0.153787,0.331625,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,67
0.240378,20,41,52211,163677,13257,13257,13253,13253,20,0.001474,5.1e-05,0.031703,0.141973,0.167303,0.336747,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,68
1.21196,61,123,234134,583053,13506,13506,13500,13500,61,0.004732,0.000205,0.097799,1.03127,1.1149,0.341874,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,69
1.14084,80,161,269486,686995,13882,13882,13876,13876,80,0.004911,0.000183,0.105337,0.947431,1.03377,0.546712,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,70
1.4196,70,141,308329,750956,14334,14334,14328,14328,70,0.005082,0.000235,0.101348,1.22093,1.33394,0.3528,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,71
0.861547,48,97,186053,473422,14765,14765,14759,14759,48,0.003645,0.000149,0.082196,0.688973,0.745902,0.362928,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,72
1.0071,68,137,233160,604851,15138,15138,15132,15132,68,0.004108,0.000148,0.088774,0.825011,0.902287,0.373641,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,73
1.43553,82,165,342471,843096,15158,15158,15152,15152,82,0.005193,0.000224,0.107909,1.19366,1.33155,0.36407,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,74
1.40779,90,181,322583,814555,15598,15598,15592,15592,90,0.005822,0.000214,0.125444,1.17128,1.30024,0.386178,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,75
1.03396,69,139,234449,596267,15651,15651,15645,15645,69,0.004321,0.000162,0.11405,0.856479,0.925659,0.379539,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,76
1.04716,71,143,232692,603875,16005,16005,15999,15999,71,0.004404,0.000154,0.101926,0.850187,0.937343,0.390074,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,77
1.45995,89,179,342958,854852,16018,16018,16012,16012,89,0.005442,0.000167,0.118938,1.24959,1.35525,0.378627,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,78
1.10734,69,139,246184,620932,16189,16189,16183,16183,69,0.004099,0.00016,0.110467,0.916001,0.997763,0.38679,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,79
0.716328,37,75,116988,325368,16287,16287,16281,16281,37,0.003791,0.000121,0.06847,0.560217,0.592093,0.512306,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,80
1.10037,77,155,225919,599674,16547,16547,16541,16541,77,0.004943,0.000167,0.118935,0.902915,0.985391,0.423518,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,81
1.18156,69,139,233730,603407,16949,16949,16943,16943,69,0.004449,0.00014,0.123153,0.945593,1.06062,0.398696,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,82
1.46319,91,183,314200,791811,17031,17031,17025,17025,91,0.00634,0.000199,0.146003,1.23451,1.34396,0.401875,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,83
1.57362,91,183,293707,759729,17398,17398,17392,17392,91,0.008387,0.000361,0.182533,1.28335,1.44067,0.41639,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,84
1.6021,70,141,237989,611728,17474,17474,17468,17468,70,0.006138,0.000189,0.142918,1.32093,1.43883,0.531707,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,85
1.81494,91,183,319772,814425,17822,17822,17816,17816,91,0.007341,0.00023,0.155257,1.46908,1.62918,0.515093,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,86
1.41219,88,177,278478,724786,18177,18177,18171,18171,88,0.00582,0.000162,0.149069,1.17861,1.27467,0.435993,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,87
1.474,88,177,296531,762979,18539,18539,18533,18533,88,0.006648,0.000206,0.148325,1.21352,1.34355,0.429267,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,88
1.27796,74,149,240143,631258,18752,18752,18746,18746,74,0.005385,0.000152,0.126049,1.02939,1.13451,0.433792,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,89
0.931084,57,115,176693,482716,19011,19011,19005,19005,57,0.004669,0.000116,0.094466,0.725568,0.796155,0.438616,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,90
1.78387,108,217,333928,868573,19318,19318,19312,19312,108,0.007445,0.000235,0.176793,1.45816,1.63811,0.442951,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,91
1.73151,78,157,234379,610689,19620,19620,19614,19614,78,0.00858,0.000272,0.195979,1.37894,1.50972,0.545622,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,92
1.9054,119,239,333596,866769,20003,20003,19997,19997,119,0.008086,0.00023,0.23301,1.55665,1.69725,0.571135,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,93
4.03853,221,443,572512,1450411,20221,20221,20215,20215,221,0.017041,0.000668,0.521158,3.48969,3.86112,0.465456,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,94
3.67374,205,411,506805,1333490,20427,20427,20421,20421,205,0.020201,0.000624,0.428661,3.0568,3.41772,0.576855,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,95
6.0311,332,665,871556,2186618,20591,20591,20585,20585,332,0.031619,0.001015,0.736741,5.06956,5.75055,0.563924,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,96
3.67691,199,399,496937,1310591,20889,20889,20883,20883,199,0.016767,0.000524,0.438864,3.10031,3.44372,0.58623,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,97
4.06517,210,421,535997,1389224,20968,20968,20962,20962,210,0.018836,0.000603,0.503124,3.42789,3.76913,0.593215,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,98
3.51693,213,427,473022,1272050,21040,21040,21034,21034,213,0.020709,0.000581,0.492347,2.86027,3.25614,0.61336,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,99
3.6107,206,413,545512,1404366,21122,21122,21116,21116,206,0.019452,0.000612,0.426584,2.95909,3.34873,0.580223,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,100
4.49046,361,723,697938,1934571,21550,21550,21544,21544,361,0.029242,0.000829,0.764598,3.76196,4.23809,0.481793,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,101
5.14644,281,563,598070,1626364,21909,21909,21903,21903,281,0.027317,0.000818,0.71352,4.29696,4.78691,0.624536,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,102
5.76572,360,721,711420,1943143,22006,22006,22000,22000,360,0.036493,0.000961,0.954266,4.85427,5.50728,0.542966,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,103
4.5203,289,579,572080,1573475,22072,22072,22066,22066,289,0.030875,0.000821,0.720518,3.81241,4.29877,0.520327,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,104
4.66969,256,513,538185,1504861,22109,22109,22103,22103,256,0.027784,0.000793,0.588223,3.86943,4.38749,0.611014,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,105
4.6623,311,623,589393,1670975,22139,22139,22133,22133,311,0.034412,0.001062,0.75159,3.64568,4.42514,0.546377,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,106
5.48235,318,637,645325,1790872,22209,22209,22203,22203,318,0.037155,0.001136,0.786838,4.43322,5.21929,0.56172,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,107
5.84737,349,699,619482,1768689,22476,22476,22470,22470,349,0.040526,0.001134,0.973616,4.6324,5.50424,0.537832,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,108
3.76664,306,613,525611,1544143,22664,22664,22658,22658,306,0.02907,0.000674,0.670752,3.00318,3.51329,0.558356,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,109
3.7585,336,673,643016,1793542,23032,23032,23026,23026,336,0.027541,0.000514,0.652484,3.07626,3.56489,0.460295,CBS with AStar,scenesinput/Berlin_1_256-even-7.scen:,110
0.000228,0,1,327,882,326,326,326,326,0,0,0,0,0,0,0.004282,CBS with AStar,scenesinput/Berlin_1_256-even-8.scen:,1
0.000384,0,1,510,1751,508,508,508,508,0,1e-06,0,0,0,0,0.009082,CBS with AStar,scenesinput/Berlin_1_256-even-8.scen:,2
0.000741,0,1,937,3577,934,934,934,934,0,1e-06,0,0,0,0,0.012624,CBS with AStar,scenesinput/Berlin_1_256-even-8.scen:,3
0.001082,0,1,1294,5237,1290,1290,1290,1290,0,3e-06,0,0,0,0,0.017065,CBS with AStar,scenesinput/Berlin_1_256-even-8.scen:,4
0.001528,0,1,1708,7191,1703,1703,1703,1703,0,5e-06,0,0,0,0,0.021043,CBS with AStar,scenesinput/Berlin_1_256-even-8.scen:,5
